web-scraper-order,web-scraper-start-url,bag,bag-href,metin,tarih
"1549472574-1185","http://www.milliyet.com.tr/haberler/ibm?PAGE=12","Forbes dünyanın en değerli şirketlerini açıkladı","http://www.milliyet.com.tr/forbes-dunyanin-en-degerli/ekonomi/detay/1967609/default.htm","Listede tahmin edebileceğiniz üzere yine birinci sırada Apple var. 2014 yılında yeni ürünleriyle değerini %19 arttırarak 124 milyar dolarlık değere sahip Apple, listenin ikinci ve üçüncü sırasında yer alan Microsoft ve Google'ı ikiye katlamış durumda.

Hardware Plus'ta yer alan habere göre, dünyanın en değerli şirketi Apple iki yeni iPhone modeliyle beraber iPad modellerini yenileyen ve yeni bir ödeme sistemi olan Apple Pay'i tanıtan şirket satış rakamlarıyla da oldukça başarılı bir yıl geçiriyor diyebiliriz.","10.11.2014  -              11:58 | Son Güncelleme:  10.11.2014-12:00"
"1549463544-1010","http://www.milliyet.com.tr/haberler/ibm?PAGE=22","Bilgisayarların tarihi!","http://www.milliyet.com.tr/bilgisayarlarin-tarihi--bilim-1362416/","null","null"
"1549470500-1168","http://www.milliyet.com.tr/haberler/ibm?PAGE=13","Android KitKat ı yüklemeyenleri bekleyen tehlike","http://www.milliyet.com.tr/android-kitkat-i-yuklemeyenleri-mobildunya-1907020/","null","null"
"1549437782-799","http://www.milliyet.com.tr/haberler/ibm?PAGE=33","2006 da neler oldu?","http://www.milliyet.com.tr/-----da-neler-oldu--bilim-884628/","null","null"
"1549489358-1348","http://www.milliyet.com.tr/haberler/ibm?PAGE=4","Asıl kullanım amaçlarına inanamayacağınız gereçler","http://www.milliyet.com.tr/asil-kullanim-amaclarina-pembenar-galeri-yasam-2488047/","null","null"
"1549488758-1344","http://www.milliyet.com.tr/haberler/ibm?PAGE=4","Dünyanın en değerli markalarının ilk 5 i teknoloji firması","http://www.milliyet.com.tr/dunyanin-en-degerli-markalarinin-teknoloji-haber-2464963/","null","null"
"1549448868-891","http://www.milliyet.com.tr/haberler/ibm?PAGE=28","IBM  parlak  bir yıl bekliyor","http://www.milliyet.com.tr/ibm--parlak--bir-yil-bekliyor-ekonomi-1049933/","Geçen yıl son çeyrek karını yüzde 12 artıran IBM, bu yıl için de ""parlak"" bir tablo bekliyor. 
Armonk, New York merkezli şirketin, 4. çeyrek karı bir önceki yıla göre, yüzde 12 artarak 4,4 milyar dolara bir başka deyişle hisse başına 3,28 dolara yükseldi. 
Bir önceki yıl 4. çeyrekte şirket 3,95 dolar (hisse başına 2,80 dolar) kar elde etmişti. 
Yüksek kar oranına karşın IBM’in gelirleri yüzde 6 düşerek 27 milyar dolar oldu. 
Donanım gelirleri ise yüzde 18 düştü. Düşüşte, şirketlerin, kriz ortamında daha az sayıda makine almaları etkili oldu. 
IBM Üst Yöneticisi Samuel Palmisano, geçen yılın ""olağanüstü bir yıl"" olduğunu söyledi. 
IBM 2009 yılı içinse beklentilerin çok üzerinde hisse başına 9,20 dolar kar bekliyor. 
Şirketin başarısında, mali krizi sırasında, büyük kar marjları olan servis ve yazılım anlaşmalarına odaklanması ve maliyet azaltıcı tedbirleri yürürlüğe koyması etkili oldu. 
Canaccord Adams analisti Peter Misek, ""Dürüst olmak gerekirse, böyle bir şey yapabileceklerine inanmamıştım, sonuçlar yıldız gibi"" dedi.","21.01.2009                    14:54                      | Son Güncelleme:21.01.2009-14:55"
"1549463879-1070","http://www.milliyet.com.tr/haberler/ibm?PAGE=18","Apple Google’ı solladı en değerli marka oldu","http://www.milliyet.com.tr/apple-google-i-solladi-en-degerli-marka-oldu-ekonomi-1517516/","Uluslararası marka değerlendirme kuruluşu Brand Finance dünyanın en değerli 500 markasını belirledi. Listenin ilk sırasına, geçen yıl listenin 8. sırasında yer alan Apple oturdu. Apple, 2011’in en değerli markası Google’ı geride bırakarak 2012 dünyanın en değerli markası oldu.
Listenin ilk 5 sırasında Amerikan markaları yer alırken gelişmekte olan ülkeler de listede geniş yer buldu. Çin’in 25, Brezilya’nın 9, Rusya’nın 8, Hindistan’ın ise 6 marka ile temsil edildiği listede Türk markası yer almadı. İlk 20 marka içinde 11’i teknoloji alanında faaliyet gösterirken, bu liste içinde 3 banka, 2’şer enerji ve gıda, birer otomotiv ve perakende markası yer aldı. İlk sıradaki Apple’ı 47.4 milyar dolar marka değeriyle Google, 45.8 milyar dolar marka değeri ile Microsoft, 39.1 milyar dolar marka değeri ile IBM ve 38.3 milyar dolar marka değeriyle Wallmart takip etti.

Lüks hız kesmiyor
Brand Finance Türkiye Direktörü Muhterem İlgüner, ”Bir ülkenin küresel ölçekte değerli marka sayısı, söz konusu ülkenin
değer üretebilme kabiliyetini yansıtır. Umuyoruz ki, Türk markaları da sayıca artarak bu listede kalıcı şekilde yer alma başarısı gösterecektir. Bu konuda hem kamu, hem de özel sektöre büyük görevler düşüyor” açıklamasında bulundu.
İlgüner, 2011 yılında lüks markaların değerlerini artırdığını gözlemlediklerini de belirterek, şu görüşlere yer verdi:
”Louis Vuitton yüzde 24 artışla 4.9 milyar dolar, Hermes yüzde 9 artışla 3.4 milyar dolar, Polo Ralph Lauren yüzde 6 artışla 3.4 milyar dolar marka değerine ulaşmıştı. Ayrıca, artan marka değerleri ile Prada, Coach, Christian Dior ve Burberry listeye ilk kez girmeye hak kazandı.”


APPLE PARA ‘SAÇACAK’","20.03.2012                    02:30                      | Son Güncelleme:19.03.2012-22:45"
"1549459204-975","http://www.milliyet.com.tr/haberler/ibm?PAGE=23","Şişmansak suç sistemin","http://www.milliyet.com.tr/sismansak-suc-sistemin-magazin-1279674/","null","06 Şubat 2019, Çarşamba"
"1549449070-893","http://www.milliyet.com.tr/haberler/ibm?PAGE=28","İTO’daki iktidarın adı: ‘Dernek ekibi’","http://www.milliyet.com.tr/yazarlar/serpil-yilmaz/ito-daki-iktidarin-adi---dernek-ekibi--1061467/","Bizim işimiz kolay oluyor: “Yandaş medya“ denince, kimlerden söz ettiğimiz hemen anlaşılıyor.
Ancak “iş dünyasında“ kesimleri gruplandırmak o kadar kolay olamıyor.
Bazen çıkarlar iç içe geçiyor, bazen de ayrışıyor.
“Muhafazakâr“ desen olmuyor, “Liberal“ desen oturmuyor, “AKP’li” desen, olmayanı da var, “Dinci“ desen çeşit çeşit...
“Tarikatçılar“ tanımını sevenler var ama, bu da herkesi kapsamıyor!..
Tarikat liderleri ile parti liderleri arasında gidip gelen bir grup, çıkarı nereye yakınsa oraya yatıyor. 
İstanbul Ticaret Odası (İTO) Yönetim Kurulu üyesi Bülent Barlak, 23 Şubat Pazartesi günü yapılacak,”meclis“ seçiminde sonuçları belirleyecek gruba güzel bir isim bulmuş: “dernek ekibi!” 5 gün sonra da yeni İTO Meclisi, başkanını seçecek. 

ASKON, MÜSİAD, TUSKON
İTO Başkanı Murat Yalçıntaş ve Başkan Vekili İbrahim Çağlar’ı destekleyen taban “dernek ekibi“ olarak nitelendiriliyor.
Söz konusu ekip AKP ile ticaret köprüsü kuran MÜSİAD, Necmettin Erbakan’ın kurduğu ASKON, Fethullah Gülen Hareketi’nin liderliğindeki TUSKON’dan oluşuyor.
Ekip geçen seçim dönemde, Çağlar için yapılan “AKP’nin adayı“ yorumları karşısında geri adım atmış, Yalçıntaş isminde uzlaşmıştı.
Balayı bir dönem sürebildi.
Liberal kanattan yönetime giren Bülent Barlak, “Bana müsaade“ diyor, Ferruh Gök ise “Muhalifim“ gerekirse de, “Adayım“ konumunu koruyor.
Yalçıntaş’ın yanındaki isimlerden kopmalar oluyor, Çağlar adı “dernek ekibi“ tarafından öne çıkarılıyor.
Son dönemdeki etkinliklerde MÜSİAD ile TUSKON arasındaki ayrışma da dikkat çekiyor. Çağlar’a bu dönemde “AKP’li“ değil de, “TOBB Yönetim Kurulu üyesi“ vurgusu yapılıyor. Ne farkı kaldıysa!..
Alınan pozisyonu değerlendiren eski İTO Başkanı Mehmet Yıldırım, “meclis başkanı“ adayı profili çiziyor.

Arkasını IBM topluyor
Yolsuzluk dosyaları elden ele dolaşınca İTO’nun bilgilerini kamuoyuyla paylaştığı web adresi, “ito.org.tr“ çok meşhur oldu. Giriyorsun internete ve kim kiminle ortak, öğreniyorsun.
Geçtiğimiz gün, bu meşhur site, gidilmek istenilen birçok sayfada “Yapılandırma sürüyor“ anonsları vererek, yüzünü yeniledi.
Sayfayı açınca, seçimlerde “e-ito“ projesinde havaya giden 4 milyon TL’nin hesabı sorulmasın diye bu yola gidildiği izlenimi edindim. Sitenin yenilenmesinde, seçmen listelerinin oluşmasında İTO’ya teknik destek sağlamak için de acele edilmiş olabilir.
Yalçıntaş yönetimi “e-ito“ projesini, IBM’nin de içinde olduğu yazılım şirketleri tarafından “Şartname ihtiyaçlara uygun değil, adrese teslim ihale yapıyorsunuz“ türünden yazılı eleştirilere rağmen, geçen yıl ihaleye çıkarmış ve işi Ankara’da Simetri diye bir yazılım firmasına vermişti. 
Firma işi yarım bırakıp gitti, arkasını IBM topluyor.

Şirket kardeşliği
İTO yönetimi ile İstanbul Büyükşehir Belediyesi’nin “şirket kardeşliği“ de gözden kaçıyor. İstanbul Dünya Ticaret Merkezi (İDTM) hisselerinin yüzde 40’ı İTO’nun. Ancak İDTM’nin Yönetim Kurulu Başkanı İBB 
Başkanı Kadir Topbaş.
İTO bu dönemde İDTM’deki fuar alanında “9-10-11“ numaralı hollerin işletmesini devlete kaptırdı.
İDTM’nin başına Beltur Yönetim Kurulu üyesi Alpaslan Ertekin geçmişti. Ertekin birtakım spekülasyonlar nedeniyle bu görevinden ayrıldı, Başbakan Tayyip Erdoğan’ın eski patronu, Elif Et’in sahibi Çamur Ali Kopuz ile ortak olarak Beka İnşaat şirketini kurdu.
Kopuz’un oyunu merak ediyorum. 270 bin üyeli İTO’da gücün kimde olduğunu gösterecek.","null"
"1549476579-1221","http://www.milliyet.com.tr/haberler/ibm?PAGE=11","Ve bir kez daha en değerli marka Apple!","http://www.milliyet.com.tr/ve-bir-kez-daha-en-degerli-marka/ekonomi/detay/2187748/default.htm","Bağımsız marka değerleme ve strateji danışmanlık şirketi Brand Finance tarafından yapılan değerlendirmeye göre, Apple bu yıl 145,9
milyar dolarlık marka değeri ile 5. kez dünyanın en değerli markası oldu.","01.02.2016  -              15:40 | Son Güncelleme:  01.02.2016-15:41"
"1549442387-829","http://www.milliyet.com.tr/haberler/ibm?PAGE=32","Teknolojiden tekstile destek","http://www.milliyet.com.tr/teknolojiden-tekstile-destek-sektorel-885943/","null","null"
"1549435501-758","http://www.milliyet.com.tr/haberler/ibm?PAGE=35","Işık hızıyla veri transferi","http://www.milliyet.com.tr/isik-hiziyla-veri-transferi-magazin-500373/","null","06 Şubat 2019, Çarşamba"
"1549452143-918","http://www.milliyet.com.tr/haberler/ibm?PAGE=27","IBM, sanal ofislerle de müşterilerine hizmet verecek","http://www.milliyet.com.tr/ibm--sanal-ofislerle-de-musterilerine-hizmet-verecek-ekonomi-1142315/","Teknoloji firması IBM, 8 ilde müşterileriyle interaktif iletişim kurmayı sağlayacak sanal ofis kurdu.  Firmadan yapılan açıklamaya göre, IBM’in sanal ofis uygulaması, müşterileriyle interaktif iletişim kurmayı ve illere özel hizmetler sunmayı hedefliyor. Düzenli olarak güncellenen sanal ofiste, firmanın yerel ve genel etkinlikleri, kampanya duyuruları ve sanal ofisin bulunduğu illerdeki çözüm ortaklarının iletişim bilgileri ve başarı hikayeleri yer alıyor.
IBM’in sanal ofisleri ilk etapta, İzmir, Manisa, Denizli, Antalya,
Kayseri, Konya, Kahramanmaraş ve Gaziantep’te hizmete girdi. www.ibm.com/tr/ adresinden ulaşılabilen illere özel sanal ofiste müşteri temsilcisiyle irtibat kurularak her türlü soru ve istek iletilebiliyor.
IBM Türk Genel Müdürü Eray Yüksek, yaptığı yazılı açıklamada, teknolojinin durmadan değiştiğini ve geliştiğini hatırlatarak, müşterileri için yeni ve akıllı sistemler geliştirerek her an ulaşılabilir olmayı amaçladıklarını belirtti.
Bu amaca ulaşmak için sanal ofisler kurduklarını ifade eden Yüksek, bu sayede Kayseri’de bir ofis binaları olmamasına rağmen, sanal ofis aracılığıyla müşterilerine tüm hizmetlerini eksiksiz sunabileceklerini vurguladı.  ibm.com Bölüm Müdürü Binnur Tunbul da, yapılan araştırmalara göre, Türkiye’deki küçük ve orta ölçekli firmaların yüzde 90’ının bilgi teknolojileriyle ilgili gelişmeleri internet yoluyla takip ettiğini kaydetti.  Bu doğrultuda, yatırıma açık ve gelişmekte olan 8 pilot il seçerek sanal ofis uygulamasını başlattıklarını bildiren Tunbul, interaktif iletişim yoluyla bu illerdeki firmaların, IBM’in ve çözüm ortaklarının bir araya geldiği bir platform yaratarak, müşterilerine en uygun ürün ve hizmetleri sunmayı amaçladıklarını ifade etti.
Sanal ofislerin, diğer illere de yayılacağı bildirildi.","23.09.2009                    18:34                      | Son Güncelleme:23.09.2009-18:34"
"1549439348-811","http://www.milliyet.com.tr/haberler/ibm?PAGE=32","IBM ve Netron dan işbirliği","http://www.milliyet.com.tr/ibm-ve-netron-dan-isbirligi-sektorel-884655/","null","null"
"1549480127-1250","http://www.milliyet.com.tr/haberler/ibm?PAGE=9","Silikon Vadisi devlerinden Donald Trump ziyareti","http://www.milliyet.com.tr/silikon-vadisi-devlerinden-donald-ekonomi-2362630/","null","16.12.2016                    02:30                      | Son Güncelleme:16.12.2016-0:57"
"1549436450-782","http://www.milliyet.com.tr/haberler/ibm?PAGE=34","Türkiye nin çip üssü","http://www.milliyet.com.tr/turkiye-nin-cip-ussu-bilisim-883218/","null","null"
"1549451837-915","http://www.milliyet.com.tr/haberler/ibm?PAGE=27","Medyasoft IBM distribütörü oldu","http://www.milliyet.com.tr/medyasoft-ibm-distributoru-oldu-ekonomi-1113337/","Adobe’nin Türkiye distribütörü, dünyanın en yaygın kullanılan e-öğrenme platformu Blackboard’un ve dünyanın en büyük bağımsız bilgisayar eğitim merkezi New Horizons’ın Türkiye temsilcisi olan Medyasoft, 2 ve 3 boyutlu yazılımlar konusunda uzman Autodesk ve tüm dünyada 75 dilde online ve elektronik sözlük sunan Babylon’un ardından dünya devi IBM ile işbirliği gerçekleştirdi. 


Medyasoft IBM ile uçtan uca kurumsal çözümler sunacak 
Medyasoft IBM işbirliği ile ilgili açıklama yapan Medyasoft Genel Müdürü Doğu Pabuçcuoğlu, dünyanın önde gelen yazılım ve eğitim markalarını bir araya getirmeye devam ettiklerini kaydetti. 

Medyasoft’un son dönemde 2 ve 3 boyutlu yazılımlar konusunda uzman Autodesk ve tüm dünyada 75 dilde online ve elektronik sözlük sunan Babylon ile işbirliği gerçekleştirdiğini belirten Pabuçcuoğlu, IBM ile işbirliği kapsamında, işletmelerin iletişim kurmalarına, işbirliği yapmalarına ve verimliliklerini artırmalarına yardımcı olan güvenlik açısından zengin bir yazılım olan Lotus, gereksinimlerin istenilen zamanda, planlanan bütçeyle ve hedeflenen kalitede karşılanabildiği yazılım geliştirme platform olan Rational, kaliteli hizmetlerin sağlanması, risk ve uyumluluk standartlarının yönetilmesi, yatırım getirilerinin en üst düzeye çıkarılması ve iş büyümesinin hızlandırılması açılarından gerekli olan görünürlük, denetim ve otomasyon olanaklarını sağlayan Tivoli, bütünleştirme ve uygulama altyapısı yazılımı olan Websphere ve veri yönetimi çözümü DB2 ürünlerini kullanıcılara sunacaklarını belirtti. 

IBM ile işbirliğine gidilmesinin en önemli nedeni olarak IBM’in alanında çok güçlü bir marka olmasını gösteren Pabuçcuoğlu, IBM’in Lotus, Rational, Tivoli, Websphere ve DB2 ürünleri ile Medyasoft’un portföyünde bulunan Acrobat ailesi, Livecycle ailesi, zengin internet uygulamaları ve Blackboard ürünleriyle uçtan uca kurumsal çözümler sunacaklarını söyledi. 

Pabuçcuoğlu Medyasoft’un katma değerli yazılım distribütörü olarak konusunda lider/güçlü markalarla işbirliği gerçekleştirdiğini belirterek, dağıtım kanalı yapısını büyük bir hızla genişletmeyi sürdürdüklerini ifade etti. Bu yılın sonuna kadar iş ve çözüm ortağı sayısını 200’ün üzerine çıkarmayı planladıklarını söyleyen Pabuçcuoğlu, öncelikli olarak İstanbul ve bölge illerdeki yapılanmayı tamamladıklarını, kriz ortamına rağmen yalnızca büyük şehirlerde değil Anadolu’da da yeni iş ve çözüm ortaklarıyla büyümeyi sürdüreceklerini ifade etti. Bu hedef doğrultusunda geçtiğimiz günlerde Antalya, Gaziantep ve Adana’da roadshow organizasyonu gerçekleştirdiklerini belirten Pabuçcuoğlu, Medyasoft satış ağının yaygınlığı, Pearson Education’ın yetkili yayıncısı olarak Türkçe BT kitapları basabilme yetkinliği ve New Horizons’ın Türkiye’deki tek temsilcisi olarak eğitim yetkinliği ile IBM’e katma değer sağlayacaklarına inandıklarını belirtti. 

IBM Medyasoft ile Anadolu’da Kobilere ulaşacak 
IBM Yazılım Bölümü Müdürü Gülsün Emüler ise konuyla ilgili olarak, ""Dünyanın en büyük 3 yazılım firması arasında yer alan IBM olarak, ürünlerimizin müşteriye ulaşmasını sağlayan tedarik zincirinde, distribütörlerin rolünün son derece önemli olduğuna inanıyoruz. Yazılım, bilişim sektöründe farklı dinamiklere sahip, kendine özgü iş yapma şekli olan bir uzmanlık alanı. Bütün işi yazılım ve yazılımı çevreleyen çözümler üretmek olan Medyasoft ile yaptığımız işbirliği, birbirimizi anlamamız açısından önem taşıyor. Medyasoft'un Türkiye genelinde pazar oluşturmaya yönelik çalışmalarını ve Anadolu'ya açılımını ilgiyle izliyoruz. IBM Yazılım Grubu'nun büyüme stratejileriyle örtüşen bu çalışmaların, ürünlerimizin yeni pazarlara erişmesini hızlandıracağını düşünüyoruz. Medyasoft'un, dağıtım kanalına katma değerli destek sunarak, IBM'in kurumsal müşteri segmentindeki uzmanlığını orta büyüklükteki pazarlara aktarmakta başarılı olacağına gönülden inanıyoruz"" dedi. 

Medyasoft Hakkında: 
Dünya üzerinde önde gelen yerli ve yabancı yazılım markalarını bir araya getiren Medyasoft, faaliyetlerine 1999 yılında Türkiye’nin tek katma değerli yazılım distribütörü olarak başladı. İş ortaklarıyla birlikte gerçekleştirdiği kurumsal eğitim serüveninde sunduğu çözümler sayesinde sürekli ilerleyen bir büyüme grafiği çizen Medyasoft, bugün de lider pozisyonunu koruyor. Dünya devleriyle işbirliği içinde sürdürdüğü eğitim programları sayesinde bulunduğu alanda pek çok ilke de imza atan Medyasoft, kurumlara ve kurumsal profesyonellere özel eğitim fırsatları sunuyor. Medyasoft ile ilgili ayrıntılı bilgiye www.medyasoft.com.tr’den ulaşılabilir.","02.07.2009                    15:01                      | Son Güncelleme:02.07.2009-15:02"
